case_id,opened_at,status
case_001119,2025-12-29T18:21:10,closed_no_action
case_001120,2025-04-01T13:38:17,closed_no_action
case_001121,2025-11-17T09:24:37,closed_no_action
case_001122,2025-09-28T11:08:49,closed_no_action
case_001123,2025-01-16T18:23:43,closed_no_action
case_001124,2025-10-09T18:53:05,closed_no_action
case_001125,2025-12-17T10:41:58,closed_no_action
case_001126,2025-02-24T17:36:24,closed_no_action
case_001127,2025-08-11T11:21:45,closed_no_action
case_001128,2025-04-30T11:06:20,closed_no_action
case_001129,2025-12-05T13:29:46,closed_no_action
case_001130,2025-01-24T09:18:37,closed_no_action
case_001131,2025-04-20T13:04:05,closed_no_action
case_001132,2025-10-27T18:34:00,closed_no_action
case_001133,2025-07-25T16:01:46,closed_no_action
case_001134,2025-07-18T15:18:34,closed_no_action
case_001135,2025-05-23T15:08:55,closed_no_action
case_001136,2025-04-21T18:31:12,closed_no_action
case_001137,2025-03-31T15:32:32,closed_no_action
case_001138,2025-10-30T10:59:48,closed_no_action
case_001139,2025-10-06T15:03:59,closed_no_action
case_001140,2025-09-19T11:42:09,closed_no_action
case_001141,2025-12-15T18:06:02,closed_no_action
case_001142,2025-03-04T12:21:50,closed_no_action
case_001143,2025-08-20T12:42:57,closed_no_action
case_001144,2025-08-26T12:36:39,closed_no_action
case_001145,2025-03-12T17:10:30,closed_no_action
case_001146,2025-10-29T17:58:46,closed_no_action
case_001147,2025-07-14T17:44:59,closed_no_action
case_001148,2025-12-10T10:29:45,closed_no_action
case_001149,2025-05-14T09:33:54,closed_no_action
case_001150,2025-11-19T14:53:16,closed_no_action
case_001151,2025-01-09T11:43:03,closed_no_action
case_001152,2025-10-15T15:39:31,closed_no_action
case_001153,2025-10-02T15:39:37,closed_no_action
case_001154,2025-03-24T12:15:21,closed_no_action
case_001155,2025-03-27T18:42:58,closed_no_action
case_001156,2025-07-08T12:58:37,closed_no_action
case_001157,2025-08-18T12:58:37,closed_no_action
case_001158,2025-06-09T12:09:45,closed_no_action
case_001159,2025-08-07T17:34:27,closed_no_action
case_001160,2025-07-22T12:51:52,closed_no_action
case_001161,2025-07-29T15:47:41,closed_no_action
case_001162,2025-01-13T15:41:10,closed_no_action
case_001163,2025-07-21T12:24:48,closed_no_action
case_001164,2025-12-24T17:16:22,closed_no_action
case_001165,2025-08-06T17:32:36,closed_no_action
case_001166,2025-07-16T14:41:50,closed_no_action
case_001167,2025-08-12T09:54:19,closed_no_action
case_001168,2025-02-14T17:07:18,closed_no_action
case_001169,2025-02-14T13:26:01,closed_no_action
case_001170,2025-09-23T16:43:16,closed_no_action
case_001171,2025-04-30T11:58:26,closed_no_action
case_001172,2025-08-11T15:25:52,closed_no_action
case_001173,2025-09-30T11:48:22,closed_no_action
case_001174,2025-01-08T15:35:26,closed_no_action
case_001175,2025-12-01T12:49:32,closed_no_action
case_001176,2025-02-19T09:10:41,closed_no_action
case_001177,2025-05-27T10:04:04,closed_no_action
case_001178,2025-10-23T14:06:05,closed_no_action
case_001179,2025-03-27T13:02:57,closed_no_action
case_001180,2025-04-28T09:33:53,closed_no_action
case_001181,2025-07-07T14:34:59,closed_no_action
case_001182,2025-12-05T18:35:59,closed_no_action
case_001183,2025-06-24T12:59:35,closed_no_action
case_001184,2025-09-01T14:41:29,closed_no_action
case_001185,2025-07-07T10:10:34,closed_no_action
case_001186,2025-07-15T12:31:23,closed_no_action
case_001187,2025-05-09T09:54:46,closed_no_action
case_001188,2025-02-03T11:30:24,closed_no_action
case_001189,2025-05-16T16:13:41,closed_no_action
case_001190,2025-11-17T16:31:33,closed_no_action
case_001191,2025-10-16T16:49:51,closed_no_action
case_001192,2025-10-16T13:39:47,closed_no_action
case_001193,2025-08-13T16:02:29,closed_no_action
case_001194,2025-11-21T10:30:39,closed_no_action
case_001195,2025-05-06T14:18:43,closed_no_action
case_001196,2025-03-06T10:01:03,closed_no_action
case_001197,2025-11-17T10:40:58,closed_no_action
case_001198,2025-05-07T11:09:46,closed_no_action
case_001199,2025-12-22T15:23:02,closed_no_action
case_001200,2025-01-03T13:06:07,closed_no_action
case_001201,2025-07-04T12:24:37,closed_no_action
case_001202,2025-07-23T17:02:04,closed_no_action
case_001203,2025-10-21T14:34:34,closed_no_action
case_001204,2025-04-14T14:23:05,closed_no_action
case_001205,2025-07-07T13:48:48,closed_no_action
case_001206,2025-07-28T10:49:41,closed_no_action
case_001207,2025-05-05T13:30:58,closed_no_action
case_001208,2025-04-10T18:52:34,closed_no_action
case_001209,2025-07-29T16:03:13,closed_no_action
case_001210,2025-01-14T18:57:12,closed_no_action
case_001211,2025-11-26T10:02:12,closed_no_action
case_001212,2025-09-22T11:38:56,closed_no_action
case_001213,2025-11-19T10:44:39,closed_no_action
case_001214,2025-02-18T16:27:11,closed_no_action
case_001215,2025-03-03T09:35:11,closed_no_action
case_001216,2025-04-16T15:13:35,closed_no_action
case_001217,2025-06-30T13:59:40,closed_no_action
case_001218,2025-05-23T16:52:55,closed_no_action
case_001219,2025-01-08T09:17:28,closed_no_action
case_001220,2025-01-13T13:38:44,closed_no_action
case_001221,2025-08-14T13:03:15,closed_no_action
case_001222,2025-02-03T16:08:29,closed_no_action
case_001223,2025-08-15T14:16:29,closed_no_action
case_001224,2025-08-11T12:09:14,closed_no_action
case_001225,2025-08-18T17:24:16,closed_no_action
case_001226,2025-02-21T16:01:02,closed_no_action
case_001227,2025-03-10T18:31:16,closed_no_action
case_001228,2025-07-24T14:35:10,closed_no_action
case_001229,2025-12-29T18:29:50,closed_no_action
case_001230,2025-06-12T14:08:58,closed_no_action
case_001231,2025-05-16T14:48:41,closed_no_action
case_001232,2025-10-21T09:27:45,closed_no_action
case_001233,2025-12-04T16:16:49,closed_no_action
case_001234,2025-10-29T10:18:00,closed_no_action
case_001235,2025-01-20T09:50:38,closed_no_action
case_001236,2025-01-08T12:13:26,closed_no_action
case_001237,2025-05-05T09:29:16,closed_no_action
case_001238,2025-01-24T13:49:03,closed_no_action
case_001239,2025-10-10T14:13:30,closed_no_action
case_001240,2025-06-02T09:30:02,closed_no_action
case_001241,2025-02-24T17:53:47,closed_no_action
case_001242,2025-05-27T15:13:00,closed_no_action
case_001243,2025-06-09T12:59:27,closed_no_action
case_001244,2025-07-18T15:45:01,closed_no_action
case_001245,2025-09-12T15:01:31,closed_no_action
case_001246,2025-12-08T14:53:59,closed_no_action
case_001247,2025-05-01T14:24:36,closed_no_action
case_001248,2025-07-17T12:04:24,closed_no_action
case_001249,2025-10-30T15:55:57,closed_no_action
case_001250,2025-06-27T16:31:28,closed_no_action
case_001251,2025-07-18T11:06:27,closed_no_action
case_001252,2025-09-18T13:03:16,closed_no_action
case_001253,2025-08-11T17:31:56,closed_no_action
case_001254,2025-12-12T09:11:13,closed_no_action
case_001255,2025-06-09T13:14:00,closed_no_action
case_001256,2025-11-10T09:41:01,closed_no_action
case_001257,2025-11-07T15:33:18,closed_no_action
case_001258,2025-07-03T09:25:00,closed_no_action
case_001259,2025-05-22T16:36:32,closed_no_action
case_001260,2025-10-20T09:36:52,closed_no_action
case_001261,2025-11-21T10:12:48,closed_no_action
case_001262,2025-04-25T12:50:54,closed_no_action
case_001263,2025-12-11T14:26:05,closed_no_action
case_001264,2025-08-07T17:11:46,closed_no_action
case_001265,2025-08-17T12:27:08,closed_no_action
case_001266,2025-03-14T15:18:19,closed_no_action
case_001267,2025-12-09T11:01:54,closed_no_action
case_001268,2025-12-30T18:16:05,closed_no_action
case_001269,2025-07-28T14:58:06,closed_no_action
case_001270,2025-03-17T11:23:13,closed_no_action
case_001271,2025-06-02T12:39:22,closed_no_action
case_001272,2025-02-19T13:23:28,closed_no_action
case_001273,2025-07-14T13:15:15,closed_no_action
case_001274,2025-07-09T17:31:38,closed_no_action
case_001275,2025-02-21T18:08:08,closed_no_action
case_001276,2025-07-30T14:55:50,closed_no_action
case_001277,2025-09-29T17:38:15,closed_no_action
case_001278,2025-06-30T10:22:59,closed_no_action
case_001279,2025-10-01T14:15:31,closed_no_action
case_001280,2025-11-05T15:01:36,closed_no_action
case_001281,2025-04-07T10:00:52,closed_no_action
case_001282,2025-02-13T12:20:28,closed_no_action
case_001283,2025-11-25T11:54:57,closed_no_action
case_001284,2025-04-27T15:54:35,closed_no_action
case_001285,2025-03-10T17:16:44,closed_no_action
case_001286,2025-06-04T12:37:05,closed_no_action
case_001287,2025-03-09T17:06:41,closed_no_action
case_001288,2025-01-06T11:21:28,closed_no_action
case_001289,2025-01-06T17:14:51,closed_no_action
case_001290,2025-10-20T15:17:28,closed_no_action
case_001291,2025-05-08T10:30:22,closed_no_action
case_001292,2025-05-06T14:54:58,closed_no_action
case_001293,2025-04-28T17:55:25,closed_no_action
case_001294,2025-08-16T11:37:45,closed_no_action
case_001295,2025-10-27T18:01:37,closed_no_action
case_001296,2025-06-23T15:12:43,closed_no_action
case_001297,2025-07-22T11:24:30,closed_no_action
case_001298,2025-05-21T17:57:03,closed_no_action
case_001299,2025-06-05T15:35:00,closed_no_action
case_001300,2025-07-11T12:23:18,closed_no_action
case_001301,2025-04-16T11:50:17,closed_no_action
case_001302,2025-04-21T11:29:53,closed_no_action
case_001303,2025-06-30T11:59:38,closed_no_action
case_001304,2025-01-27T11:53:57,closed_no_action
case_001305,2025-07-28T18:24:37,closed_no_action
case_001306,2025-05-21T09:04:38,closed_no_action
case_001307,2025-01-08T10:11:53,closed_no_action
case_001308,2025-03-20T18:52:20,closed_no_action
case_001309,2025-09-14T09:47:37,closed_no_action
case_001310,2025-05-13T16:08:25,closed_no_action
case_001311,2025-12-03T09:07:01,closed_no_action
case_001312,2025-02-17T15:13:34,closed_no_action
case_001313,2025-01-03T18:21:29,closed_no_action
case_001314,2025-11-12T10:44:36,closed_no_action
case_001315,2025-02-17T18:41:00,closed_no_action
case_001316,2025-03-24T09:02:54,closed_no_action
case_001317,2025-01-28T13:18:27,closed_no_action
case_001318,2025-07-07T12:03:58,closed_no_action
case_001319,2025-05-23T12:29:21,closed_no_action
case_001320,2025-04-07T11:13:42,closed_no_action
case_001321,2025-09-09T12:41:51,closed_no_action
case_001322,2025-10-08T12:32:54,closed_no_action
case_001323,2025-06-30T16:54:41,closed_no_action
case_001324,2025-08-08T15:18:45,closed_no_action
case_001325,2025-03-18T13:59:02,closed_no_action
case_001326,2025-12-11T13:45:02,closed_no_action
case_001327,2025-01-06T11:54:19,closed_no_action
case_001328,2025-10-17T10:35:25,closed_no_action
case_001329,2025-08-11T12:59:15,closed_no_action
case_001330,2025-05-06T13:39:21,closed_no_action
case_001331,2025-11-08T15:06:10,closed_no_action
case_001332,2025-03-14T12:14:35,closed_no_action
case_001333,2025-05-29T10:48:04,closed_no_action
case_001334,2025-12-22T13:18:57,closed_no_action
case_001335,2025-06-02T12:39:17,closed_no_action
case_001336,2025-06-30T13:51:41,closed_no_action
case_001337,2025-09-22T16:12:21,closed_no_action
case_001338,2025-04-07T16:14:07,closed_no_action
case_001339,2025-03-28T18:35:31,closed_no_action
case_001340,2025-11-03T13:57:22,closed_no_action
case_001341,2025-01-08T18:11:11,closed_no_action
case_001342,2025-12-09T15:08:58,closed_no_action
case_001343,2025-07-18T14:08:43,closed_no_action
case_001344,2025-11-27T15:31:33,closed_no_action
case_001345,2025-09-15T18:07:24,closed_no_action
case_001346,2025-09-29T09:43:04,closed_no_action
case_001347,2025-07-21T09:14:18,closed_no_action
case_001348,2025-12-09T11:39:54,closed_no_action
case_001349,2025-04-11T09:30:44,closed_no_action
case_001350,2025-03-10T10:43:15,closed_no_action
case_001351,2025-06-26T10:54:18,closed_no_action
case_001352,2025-11-10T18:54:41,closed_no_action
case_001353,2025-07-10T09:32:37,closed_no_action
case_001354,2025-03-26T09:32:27,closed_no_action
case_001355,2025-05-23T18:53:11,closed_no_action
case_001356,2025-02-17T12:16:53,closed_no_action
case_001357,2025-01-06T15:36:50,closed_no_action
case_001358,2025-04-24T14:26:50,closed_no_action
case_001359,2025-02-17T17:32:54,closed_no_action
case_001360,2025-03-14T12:53:13,closed_no_action
case_001361,2025-01-03T15:03:56,closed_no_action
case_001362,2025-11-17T15:48:26,closed_no_action
case_001363,2025-03-12T14:39:20,closed_no_action
case_001364,2025-06-10T13:24:43,closed_no_action
case_001365,2025-08-20T18:24:41,closed_no_action
case_001366,2025-08-12T10:27:16,closed_no_action
case_001367,2025-06-02T14:53:04,closed_no_action
case_001368,2025-02-11T15:46:49,closed_no_action
case_001369,2025-07-21T14:13:32,closed_no_action
case_001370,2025-10-20T12:57:11,closed_no_action
case_001371,2025-10-30T15:19:05,closed_no_action
case_001372,2025-01-22T12:03:49,closed_no_action
case_001373,2025-05-08T15:18:03,closed_no_action
case_001374,2025-03-03T11:23:13,closed_no_action
case_001375,2025-10-06T16:17:13,closed_no_action
case_001376,2025-10-29T18:16:45,closed_no_action
case_001377,2025-03-31T11:01:17,closed_no_action
case_001378,2025-11-13T12:27:49,closed_no_action
case_001379,2025-09-18T13:10:06,closed_no_action
case_001380,2025-12-18T18:45:57,closed_no_action
case_001381,2025-06-30T11:13:38,closed_no_action
case_001382,2025-10-06T09:31:16,closed_no_action
case_001383,2025-02-03T13:06:58,closed_no_action
case_001384,2025-02-24T10:29:00,closed_no_action
case_001385,2025-12-26T15:05:25,closed_no_action
case_001386,2025-03-11T12:38:28,closed_no_action
case_001387,2025-07-21T10:20:14,closed_no_action
case_001388,2025-09-18T14:48:02,closed_no_action
case_001389,2025-04-19T12:08:19,closed_no_action
case_001390,2025-01-13T15:44:52,closed_no_action
case_001391,2025-02-10T13:49:10,closed_no_action
case_001392,2025-08-10T13:01:48,closed_no_action
case_001393,2025-10-20T13:46:06,closed_no_action
case_001394,2025-02-03T15:06:35,closed_no_action
case_001395,2025-01-30T12:10:07,closed_no_action
case_001396,2025-07-07T15:43:29,closed_no_action
case_001397,2025-08-25T15:21:16,closed_no_action
case_001398,2025-04-28T16:53:33,closed_no_action
case_001399,2025-08-11T12:42:24,closed_no_action
case_001400,2025-05-19T09:47:36,closed_no_action
case_001401,2025-11-26T12:35:46,closed_no_action
case_001402,2025-04-18T09:41:07,closed_no_action
case_001403,2025-05-07T10:43:23,closed_no_action
case_001404,2025-06-09T09:28:21,closed_no_action
case_001405,2025-12-02T17:59:40,closed_no_action
case_001406,2025-09-15T11:49:03,closed_no_action
case_001407,2025-06-05T17:12:10,closed_no_action
case_001408,2025-07-04T11:22:39,closed_no_action
case_001409,2025-10-24T15:51:38,closed_no_action
case_001410,2025-12-03T15:21:04,closed_no_action
case_001411,2025-11-09T01:47:16,resolved_recovery
case_001412,2025-03-03T19:39:57,resolved_recovery
case_001413,2025-01-01T15:11:40,resolved_recovery
case_001414,2025-07-21T22:42:14,resolved_recovery
case_001415,2025-01-03T20:31:00,resolved_recovery
case_001416,2025-07-27T20:37:19,resolved_recovery
case_001417,2025-11-15T08:21:32,resolved_recovery
case_001418,2025-06-14T00:18:18,resolved_recovery
case_001419,2025-05-27T01:52:12,resolved_recovery
case_001420,2025-04-17T03:49:49,resolved_recovery
case_001421,2025-07-31T21:30:01,resolved_recovery
case_001422,2025-07-16T02:04:12,resolved_recovery
case_001423,2025-05-07T06:42:06,resolved_recovery
case_001424,2025-11-03T21:58:42,resolved_recovery
case_001425,2025-08-19T16:54:05,resolved_recovery
case_001426,2025-07-16T10:24:06,resolved_recovery
case_001427,2025-03-05T02:13:18,resolved_recovery
case_001428,2025-07-11T06:35:44,resolved_recovery
case_001429,2025-02-23T06:45:03,resolved_recovery
case_001430,2025-08-23T10:50:23,resolved_recovery
case_001431,2025-07-12T21:22:34,resolved_recovery
case_001432,2025-07-20T08:54:11,resolved_recovery
case_001433,2025-10-30T15:25:01,resolved_recovery
case_001434,2025-03-12T08:05:13,resolved_recovery
case_001435,2025-08-14T13:33:41,resolved_recovery
case_001436,2025-07-06T11:46:42,resolved_recovery
case_001437,2025-07-23T17:37:44,resolved_recovery
case_001438,2025-12-07T21:33:00,resolved_recovery
case_001439,2025-04-03T18:29:02,resolved_recovery
case_001440,2025-01-16T02:47:21,resolved_recovery
case_001441,2025-10-31T01:06:32,resolved_recovery
case_001442,2025-05-15T17:48:57,resolved_recovery
case_001443,2025-08-08T09:23:06,resolved_recovery
case_001444,2025-09-02T19:36:55,resolved_recovery
case_001445,2025-09-24T12:58:51,resolved_recovery
case_001446,2025-09-20T06:22:04,resolved_recovery
case_001447,2025-08-12T00:17:06,resolved_recovery
case_001448,2025-06-25T08:27:28,resolved_recovery
case_001449,2025-08-11T19:33:28,resolved_recovery
case_001450,2025-10-14T09:19:14,resolved_recovery
case_001451,2025-04-10T03:12:08,resolved_recovery
case_001452,2025-05-17T23:50:32,resolved_recovery
case_001453,2025-06-06T07:23:31,resolved_recovery
case_001454,2025-01-08T11:26:03,resolved_recovery
case_001455,2025-05-27T06:39:17,resolved_recovery
case_001456,2025-12-30T11:39:17,resolved_recovery
case_001457,2025-09-28T17:46:04,resolved_recovery
case_001458,2025-08-05T15:23:47,resolved_recovery
case_001459,2025-12-18T18:50:20,resolved_recovery
case_001460,2025-02-02T17:35:12,resolved_recovery
case_001461,2025-05-31T04:43:35,resolved_recovery
case_001462,2025-09-01T21:11:20,resolved_recovery
case_001463,2025-04-19T17:56:30,resolved_recovery
case_001464,2025-08-25T18:23:49,resolved_recovery
case_001465,2025-02-07T02:06:24,resolved_recovery
case_001466,2025-11-24T23:47:02,resolved_recovery
case_001467,2025-05-21T03:34:32,resolved_recovery
case_001468,2025-01-07T05:42:16,resolved_recovery
case_001469,2025-04-05T21:25:37,resolved_recovery
case_001470,2025-02-07T08:38:36,resolved_recovery
case_001471,2025-03-02T16:23:09,resolved_recovery
case_001472,2025-07-22T00:07:07,resolved_recovery
case_001473,2025-08-16T03:33:10,resolved_recovery
case_001474,2025-12-27T20:00:15,resolved_recovery
case_001475,2025-02-26T14:28:11,resolved_recovery
case_001476,2025-05-13T01:06:10,resolved_recovery
case_001477,2025-09-02T00:12:22,resolved_recovery
case_001478,2025-08-07T12:52:15,resolved_recovery
case_001479,2025-12-21T20:39:47,resolved_recovery
case_001480,2025-02-04T11:05:16,resolved_recovery
case_001481,2025-06-15T04:56:49,resolved_recovery
case_001482,2025-08-08T03:08:23,resolved_recovery
case_001483,2025-06-22T12:28:39,resolved_recovery
case_001484,2025-02-25T08:04:40,resolved_recovery
case_001485,2025-02-08T07:45:57,resolved_recovery
case_001486,2025-11-25T02:30:09,resolved_recovery
case_001487,2025-11-13T23:21:01,resolved_recovery
case_001488,2025-05-09T20:50:50,resolved_recovery
case_001489,2025-04-19T09:28:36,resolved_recovery
case_001490,2025-11-16T19:51:33,resolved_recovery
case_001491,2025-01-31T16:08:30,resolved_recovery
case_001492,2025-08-08T04:16:39,resolved_recovery
case_001493,2025-10-19T21:34:11,resolved_recovery
case_001494,2025-08-29T19:28:44,resolved_recovery
case_001495,2025-09-26T17:09:21,resolved_recovery
case_001496,2025-10-22T17:46:56,resolved_recovery
case_001497,2025-11-02T17:14:24,resolved_recovery
case_001498,2025-07-11T19:29:04,resolved_recovery
case_001499,2025-09-21T11:22:12,resolved_recovery
case_001500,2025-12-11T16:48:36,resolved_recovery
case_001501,2025-10-22T20:50:06,resolved_recovery
case_001502,2025-11-09T13:28:44,resolved_recovery
case_001503,2025-02-15T16:57:50,resolved_recovery
case_001504,2025-09-08T23:45:00,resolved_recovery
case_001505,2025-05-20T09:01:22,resolved_recovery
case_001506,2025-09-16T10:14:32,resolved_recovery
case_001507,2025-12-28T17:15:21,resolved_recovery
case_001508,2025-09-25T03:34:13,resolved_recovery
case_001509,2025-06-04T13:24:29,resolved_recovery
case_001510,2025-03-20T22:47:50,resolved_recovery
case_001511,2025-11-26T08:30:27,resolved_recovery
case_001512,2025-01-19T13:48:52,resolved_recovery
case_001513,2025-11-21T01:17:39,resolved_recovery
case_001514,2025-04-02T10:11:01,resolved_recovery
case_001515,2025-06-23T08:35:49,resolved_recovery
case_001516,2025-11-19T21:39:29,resolved_recovery
case_001517,2025-12-21T07:29:22,resolved_recovery
case_001518,2025-09-02T23:34:15,resolved_recovery
case_001519,2025-12-11T21:25:58,resolved_recovery
case_001520,2025-12-16T09:11:10,resolved_recovery
case_001521,2025-04-09T22:03:59,resolved_recovery
case_001522,2025-09-21T19:05:56,resolved_recovery
case_001523,2025-11-10T11:08:57,resolved_recovery
case_001524,2025-04-05T11:35:17,resolved_recovery
case_001525,2025-12-18T22:33:34,resolved_recovery
case_001526,2025-08-12T20:14:23,resolved_recovery
case_001527,2025-01-09T17:00:28,resolved_recovery
case_001528,2025-08-01T19:41:27,resolved_recovery
case_001529,2025-07-09T20:34:50,resolved_recovery
case_001530,2025-07-24T05:54:29,resolved_recovery
case_001531,2025-05-16T04:34:28,resolved_recovery
case_001532,2025-09-12T01:21:38,resolved_recovery
case_001533,2025-06-26T07:15:42,resolved_recovery
case_001534,2025-04-30T18:05:13,resolved_recovery
case_001535,2025-10-15T03:32:24,resolved_recovery
case_001536,2025-10-23T13:44:21,resolved_recovery
case_001537,2025-09-14T12:06:55,resolved_recovery
case_001538,2025-02-01T03:50:06,resolved_recovery
case_001539,2025-04-23T15:50:55,resolved_recovery
case_001540,2025-10-19T20:51:39,resolved_recovery
case_001541,2025-12-08T06:07:55,resolved_recovery
case_001542,2025-05-21T11:18:38,resolved_recovery
case_001543,2025-09-02T09:55:51,resolved_recovery
case_001544,2025-01-02T10:07:06,resolved_recovery
case_001545,2025-09-20T17:38:34,resolved_recovery
case_001546,2025-03-06T11:40:54,resolved_recovery
case_001547,2025-06-12T20:43:59,resolved_recovery
case_001548,2025-12-02T08:23:02,resolved_recovery
case_001549,2025-11-24T08:29:56,resolved_recovery
case_001550,2025-07-08T23:31:18,resolved_recovery
case_001551,2025-10-31T03:43:59,resolved_recovery
case_001552,2025-07-02T09:06:00,resolved_recovery
case_001553,2025-06-12T09:53:43,resolved_recovery
case_001554,2025-11-24T06:35:11,resolved_recovery
case_001555,2025-02-12T19:18:39,resolved_recovery
case_001556,2025-06-24T01:31:56,resolved_recovery
case_001557,2025-05-17T20:38:15,resolved_recovery
case_001558,2025-08-26T15:25:42,resolved_recovery
case_001559,2025-03-09T12:00:36,resolved_recovery
case_001560,2025-11-11T10:21:43,resolved_recovery
case_001561,2025-03-31T14:17:13,resolved_recovery
case_001562,2025-06-16T17:37:50,resolved_recovery
case_001563,2025-07-04T18:23:40,resolved_recovery
case_001564,2025-10-20T05:17:36,resolved_recovery
case_001565,2025-06-14T09:21:25,resolved_recovery
case_001566,2025-11-19T20:09:31,resolved_recovery
case_001567,2025-10-01T04:55:12,resolved_recovery
case_001568,2025-03-28T17:00:11,resolved_recovery
case_001569,2025-05-29T22:09:56,resolved_recovery
case_001570,2025-07-03T21:50:44,resolved_recovery
case_001571,2025-12-08T03:40:53,resolved_recovery
case_001572,2025-09-10T02:24:08,resolved_recovery
case_001573,2025-05-07T19:25:09,resolved_recovery
case_001574,2025-09-09T08:03:14,resolved_recovery
case_001575,2025-11-28T14:15:35,resolved_recovery
case_001576,2025-03-21T23:58:32,resolved_recovery
case_001577,2025-04-24T04:03:33,resolved_recovery
case_001578,2025-01-22T17:16:56,resolved_recovery
case_001579,2025-02-14T01:27:22,resolved_recovery
case_001580,2025-09-30T04:15:57,resolved_recovery
case_001581,2025-01-14T13:53:10,resolved_recovery
case_001582,2025-05-30T22:34:56,resolved_recovery
case_001583,2025-08-30T16:44:43,resolved_recovery
case_001584,2025-07-11T18:48:21,resolved_recovery
case_001585,2025-04-13T15:52:11,resolved_recovery
case_001586,2025-09-27T03:09:21,resolved_recovery
case_001587,2025-02-13T04:41:29,resolved_recovery
case_001588,2025-12-09T09:21:19,resolved_recovery
case_001589,2025-03-16T16:52:33,resolved_recovery
case_001590,2025-03-06T14:55:51,resolved_recovery
case_001591,2025-04-08T23:57:15,resolved_recovery
case_001592,2025-07-05T03:50:03,resolved_recovery
case_001593,2025-08-11T19:34:52,resolved_recovery
case_001594,2025-11-18T01:13:36,resolved_recovery
case_001595,2025-03-13T22:50:50,resolved_recovery
case_001596,2025-11-01T14:18:39,resolved_recovery
case_001597,2025-02-16T09:23:55,resolved_recovery
case_001598,2025-11-16T16:18:08,resolved_recovery
case_001599,2025-02-01T13:33:17,resolved_recovery
case_001600,2025-09-10T08:29:20,resolved_recovery
case_001601,2025-10-05T10:37:52,resolved_recovery
case_001602,2025-03-06T15:16:49,resolved_recovery
case_001603,2025-03-07T22:38:38,resolved_recovery
case_001604,2025-08-06T01:50:27,resolved_recovery
case_001605,2025-05-30T02:39:18,resolved_recovery
case_001606,2025-10-03T16:32:35,resolved_recovery
case_001607,2025-06-09T19:26:23,resolved_recovery
case_001608,2025-06-22T12:10:28,resolved_recovery
case_001609,2025-12-01T06:05:19,resolved_recovery
case_001610,2025-11-02T18:35:22,resolved_recovery
case_001611,2025-04-01T08:18:56,resolved_recovery
case_001612,2025-06-05T02:04:44,resolved_recovery
case_001613,2025-04-13T15:49:09,resolved_recovery
case_001614,2025-12-07T19:46:40,resolved_recovery
case_001615,2025-05-27T16:33:43,resolved_recovery
case_001616,2025-04-02T09:43:40,resolved_recovery
case_001617,2025-06-11T05:15:19,resolved_recovery
case_001618,2025-09-25T19:13:04,resolved_recovery
case_001619,2025-03-03T06:15:31,resolved_recovery
case_001620,2025-10-19T14:42:09,resolved_recovery
case_001621,2025-06-02T10:18:05,resolved_recovery
case_001622,2025-01-29T02:18:30,resolved_recovery
case_001623,2025-06-12T23:47:54,resolved_recovery
case_001624,2025-03-03T01:05:47,resolved_recovery
case_001625,2025-04-05T17:07:25,resolved_recovery
case_001626,2025-07-21T00:34:47,resolved_recovery
case_001627,2025-04-03T10:07:07,resolved_recovery
case_001628,2025-03-07T08:52:00,resolved_recovery
case_001629,2025-05-29T10:09:32,resolved_recovery
case_001630,2025-10-09T17:06:32,resolved_recovery
case_001631,2025-10-03T14:20:01,resolved_recovery
case_001632,2025-03-19T01:20:56,resolved_recovery
case_001633,2025-03-28T23:43:25,resolved_recovery
case_001634,2025-06-15T06:38:58,resolved_recovery
case_001635,2025-01-03T03:25:20,resolved_recovery
case_001636,2025-03-03T23:48:58,resolved_recovery
case_001637,2025-05-01T15:22:12,resolved_recovery
case_001638,2025-06-24T03:49:44,resolved_recovery
case_001639,2025-01-21T09:42:01,resolved_recovery
case_001640,2025-06-18T16:27:49,resolved_recovery
case_001641,2025-09-20T17:37:45,resolved_recovery
case_001642,2025-04-21T16:01:39,resolved_recovery
case_001643,2025-07-01T17:57:48,resolved_recovery
case_001644,2025-12-07T10:03:01,resolved_recovery
case_001645,2025-12-27T14:20:35,resolved_recovery
case_001646,2025-12-20T08:23:36,resolved_recovery
case_001647,2025-08-27T23:36:09,resolved_recovery
case_001648,2025-12-19T09:09:07,resolved_recovery
case_001649,2025-10-02T01:58:31,resolved_recovery
case_001650,2025-09-03T04:57:54,resolved_recovery
case_001651,2025-04-14T20:45:37,resolved_recovery
case_001652,2025-10-14T15:10:58,resolved_recovery
case_001653,2025-11-02T11:11:44,resolved_recovery
case_001654,2025-03-26T05:03:06,resolved_recovery
case_001655,2025-06-06T03:53:24,resolved_recovery
case_001656,2025-07-15T02:04:25,resolved_recovery
case_001657,2025-04-04T07:56:48,resolved_recovery
case_001658,2025-12-26T16:09:06,resolved_recovery
case_001659,2025-01-09T02:44:53,resolved_recovery
case_001660,2025-03-23T02:27:52,resolved_recovery
case_001661,2025-09-12T11:01:18,resolved_recovery
case_001662,2025-09-18T14:26:52,resolved_recovery
case_001663,2025-09-15T08:28:34,resolved_recovery
case_001664,2025-07-05T05:05:13,resolved_recovery
case_001665,2025-08-17T08:35:43,resolved_recovery
case_001666,2025-02-02T16:20:29,resolved_recovery
case_001667,2025-09-06T23:39:32,resolved_recovery
